application_id,skill_match_score,experience_gap,skill_coverage_ratio,gpa_normalized,projects_normalized,internships_normalized,hackathons_normalized,research_normalized,certification_gap,education_match,specialization_match,seniority_match,leadership_experience,fit_score,fit_label
A008850,0.2727,0.26573426,0.61558574,0.1,0.5,0.5,0.2,0.0,0.75,0.0,0.0,1.0,0.0,39.55,1
A008851,0.0909,0.13286713,0.07688285,0.45,1.0,0.5,0.2,0.0,0.75,1.0,0.0,0.0,0.0,37.68,0
A008852,0.2727,0.13286713,0.5387029,0.28,0.25,0.25,0.2,0.0,0.25,0.0,0.0,0.0,0.0,18.6,0
A008853,0.0909,0.0,0.61558574,0.74,0.375,0.0,0.2,0.3333,1.0,0.0,0.0,0.0,0.0,27.96,0
A008854,0.0909,0.34265736,0.5387029,0.735,0.25,0.5,0.0,0.3333,0.5,0.0,0.0,1.0,0.0,40.78,0
A008855,0.0909,0.2027972,0.3080544,0.655,0.75,0.25,0.2,0.3333,0.0,0.0,0.0,0.0,1.0,26.48,0
A008856,0.1818,0.16083916,0.0,0.105,0.625,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,19.54,0
A008857,0.0,0.28671327,0.1537657,0.96,0.75,0.0,0.6,0.6667,0.5,0.0,0.0,1.0,0.0,32.35,0
A008858,0.1818,0.0,0.92311716,0.23,0.5,0.5,0.4,0.0,0.0,1.0,0.0,0.0,0.0,28.16,0
A008859,0.1818,0.09090909,0.3080544,0.265,0.375,0.5,0.8,1.0,0.5,0.0,0.0,0.0,1.0,20.89,0
A008860,0.1818,0.35664335,0.8462343,0.45,0.125,0.5,0.2,0.0,0.25,0.0,0.0,1.0,1.0,44.99,0
A008861,0.0909,0.14685315,0.0,0.145,0.25,0.25,0.4,0.0,0.25,0.0,0.0,0.0,1.0,18.88,0
A008862,0.1818,0.04195804,0.5387029,0.05,0.5,0.25,0.4,0.3333,0.0,1.0,0.0,0.0,1.0,25.36,0
A008863,0.0909,0.14685315,0.07688285,0.435,0.375,0.5,0.2,0.6667,0.0,0.0,1.0,0.0,1.0,22.41,0
A008864,0.1818,0.3986014,0.8462343,0.86,0.375,0.25,0.2,0.0,0.25,0.0,0.0,1.0,1.0,49.34,0
A008865,0.0909,0.0,0.07688285,0.41,0.75,0.25,0.4,0.0,0.0,1.0,0.0,0.0,0.0,27.03,1
A008866,0.0,0.37762237,0.3080544,0.87,0.5,0.25,0.2,0.6667,0.25,0.0,0.0,1.0,1.0,43.7,0
A008867,0.0,0.0,0.1537657,0.01,0.5,0.25,0.6,0.3333,0.0,1.0,0.0,0.0,0.0,18.6,0
A008868,0.5455,0.0,0.69246864,0.275,0.625,0.25,0.2,0.3333,0.25,0.0,1.0,0.0,1.0,40.47,0
A008869,0.2727,0.41958043,0.5387029,0.52,0.625,0.5,0.4,1.0,0.25,0.0,1.0,1.0,0.0,46.87,1
A008870,0.0909,0.13986014,0.07688285,0.255,0.25,0.25,1.0,0.3333,0.5,1.0,0.0,0.0,0.0,30.98,0
A008871,0.0909,0.0,0.8462343,0.505,1.0,0.25,0.6,0.6667,0.75,0.0,0.0,0.0,0.0,29.73,0
A008872,0.0909,0.055944055,0.0,0.635,0.625,0.0,0.6,0.0,0.5,1.0,0.0,0.0,0.0,35.66,0
A008873,0.0909,0.1958042,0.1537657,0.045,0.5,0.5,0.4,0.6667,0.0,0.0,0.0,0.0,1.0,12.13,0
A008874,0.0909,0.27972028,0.7693515,0.695,0.125,0.5,0.4,0.0,0.5,1.0,0.0,1.0,0.0,45.76,0
A008875,0.0909,0.013986014,0.3080544,0.325,0.0,0.25,0.6,0.0,0.25,1.0,0.0,0.0,0.0,26.43,0
A008876,0.0909,0.37062937,0.1537657,0.655,0.625,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,41.36,0
A008877,0.1818,0.26573426,0.1537657,0.905,0.375,0.25,0.2,0.0,0.25,0.0,0.0,1.0,0.0,38.79,0
A008878,0.0,0.2937063,0.0,0.69,0.625,0.75,0.4,0.0,0.25,1.0,0.0,1.0,1.0,44.03,0
A008879,0.2727,0.26573426,0.61558574,0.695,1.0,0.5,0.0,0.3333,0.5,1.0,1.0,1.0,0.0,58.5,1
A008880,0.2727,0.07692308,0.4618201,0.905,0.5,0.5,0.8,0.0,0.0,1.0,0.0,0.0,1.0,38.1,0
A008881,0.2727,0.21678321,0.7693515,0.665,0.375,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,38.07,0
A008882,0.0,0.28671327,0.3080544,0.145,0.375,0.5,0.2,0.3333,0.25,0.0,0.0,1.0,0.0,27.82,0
A008883,0.0909,0.0,0.7693515,0.62,0.375,0.75,0.2,0.3333,0.75,1.0,0.0,0.0,1.0,37.26,0
A008884,0.1818,0.28671327,1.0,0.575,0.375,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,34.49,0
A008885,0.0,0.18181819,0.4618201,0.975,0.625,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,27.38,0
A008886,0.1818,0.3216783,0.38493723,0.265,0.125,1.0,0.2,0.0,0.5,0.0,0.0,1.0,0.0,45.14,0
A008887,0.1818,0.22377622,0.8462343,0.14,0.875,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,28.64,0
A008888,0.0909,0.37762237,0.38493723,0.125,0.25,0.75,0.4,0.0,0.75,0.0,1.0,1.0,1.0,47.18,0
A008889,0.2727,0.12587413,0.8462343,0.22,0.375,0.25,0.4,0.0,0.0,0.0,0.0,0.0,0.0,22.12,0
A008890,0.1818,0.15384616,0.38493723,0.48,0.25,1.0,0.4,0.3333,0.0,1.0,0.0,0.0,0.0,32.41,0
A008891,0.3636,0.0,0.7693515,0.25,0.625,0.0,0.6,0.0,0.25,0.0,0.0,0.0,0.0,29.85,0
A008892,0.1818,0.3006993,0.4618201,0.4,0.5,0.25,1.0,0.0,0.5,0.0,1.0,1.0,0.0,45.36,0
A008893,0.2727,0.27972028,0.61558574,0.37,0.125,0.5,0.2,0.0,1.0,1.0,0.0,1.0,0.0,48.87,0
A008894,0.2727,0.0,1.0,0.495,0.25,0.0,0.6,0.6667,0.25,1.0,0.0,0.0,0.0,34.75,0
A008895,0.2727,0.32867134,0.92311716,0.48,0.375,0.0,0.2,0.0,1.0,0.0,0.0,1.0,1.0,48.72,1
A008896,0.1818,0.33566433,0.92311716,0.64,0.625,0.0,0.4,0.0,0.75,0.0,0.0,1.0,1.0,49.39,1
A008897,0.3636,0.18181819,0.61558574,0.49,0.625,1.0,0.2,1.0,0.25,0.0,0.0,0.0,1.0,39.25,0
A008898,0.0909,0.0,0.38493723,0.21,0.25,0.25,0.4,0.0,0.0,0.0,0.0,0.0,0.0,15.03,0
A008899,0.3636,0.18881118,0.92311716,0.345,0.375,0.0,0.4,0.0,0.25,1.0,0.0,0.0,1.0,40.55,0
A008900,0.2727,0.0,0.38493723,0.925,0.0,0.0,0.4,0.0,0.75,1.0,1.0,0.0,0.0,44.8,0
A008901,0.2727,0.28671327,0.7693515,0.265,0.375,1.0,0.2,0.0,0.0,1.0,0.0,1.0,1.0,52.07,1
A008902,0.0909,0.36363637,0.38493723,0.855,0.625,0.25,0.2,0.0,0.25,1.0,0.0,1.0,0.0,58.86,1
A008903,0.0909,0.25874126,0.07688285,0.14,0.5,0.5,0.2,0.6667,0.0,1.0,0.0,1.0,0.0,32.58,0
A008904,0.2727,0.11888112,0.8462343,0.895,0.5,0.5,0.2,1.0,0.0,1.0,0.0,0.0,0.0,46.0,0
A008905,0.2727,0.0,0.7693515,0.505,0.375,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,31.47,0
A008906,0.1818,0.18181819,0.4618201,0.935,0.25,1.0,0.2,0.0,0.25,1.0,0.0,0.0,0.0,46.96,0
A008907,0.1818,0.13286713,0.0,0.195,0.5,0.0,0.6,0.0,0.0,1.0,0.0,0.0,0.0,33.81,0
A008908,0.0909,0.13986014,0.69246864,0.91,0.75,0.75,0.2,0.0,0.0,1.0,0.0,0.0,0.0,42.03,0
A008909,0.1818,0.2027972,0.69246864,0.715,0.375,0.25,0.0,1.0,0.5,1.0,0.0,0.0,0.0,43.89,0
A008910,0.1818,0.1958042,0.92311716,0.175,1.0,1.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,36.11,0
A008911,0.1818,0.4055944,0.1537657,0.56,0.5,0.0,0.2,1.0,0.0,1.0,0.0,1.0,1.0,57.46,1
A008912,0.1818,0.055944055,0.23064853,0.775,0.375,0.0,0.2,0.3333,0.5,1.0,0.0,0.0,0.0,38.99,0
A008913,0.1818,0.0,0.92311716,0.245,0.5,0.5,0.0,0.6667,0.0,1.0,0.0,0.0,0.0,28.31,0
A008914,0.0909,0.13986014,0.5387029,0.725,0.375,0.5,0.2,0.0,0.25,1.0,1.0,0.0,0.0,40.31,0
A008915,0.1818,0.055944055,1.0,0.88,0.5,1.0,0.6,0.0,0.0,1.0,0.0,0.0,0.0,44.66,0
A008916,0.0909,0.13986014,0.0,0.88,0.25,0.5,0.2,0.0,0.0,1.0,0.0,0.0,1.0,38.23,0
A008917,0.0909,0.06993007,0.0,0.93,0.375,0.0,0.2,0.0,0.0,1.0,0.0,0.0,1.0,29.36,0
A008918,0.0,0.26573426,0.0,0.69,0.625,0.75,0.4,0.0,0.0,1.0,0.0,1.0,1.0,45.03,0
A008919,0.1818,0.027972028,0.4618201,0.645,0.625,0.5,0.2,0.3333,0.0,1.0,0.0,0.0,0.0,40.94,0
A008920,0.1818,0.13286713,0.7693515,0.7,0.375,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,38.24,0
A008921,0.2727,0.0,0.07688285,0.41,0.75,0.25,0.4,0.0,0.0,1.0,0.0,0.0,0.0,33.4,0
A008922,0.1818,0.034965035,0.69246864,0.695,0.375,0.25,0.2,0.0,0.0,1.0,0.0,0.0,1.0,31.19,1
A008923,0.3636,0.0,0.92311716,0.635,0.5,0.25,0.4,0.3333,0.0,1.0,0.0,0.0,0.0,37.58,0
A008924,0.0909,0.13286713,0.3080544,0.27,0.375,1.0,0.0,0.3333,0.0,1.0,0.0,0.0,1.0,34.76,0
A008925,0.1818,0.0,1.0,0.645,0.25,1.0,0.2,0.0,0.0,1.0,0.0,0.0,1.0,41.06,0
A008926,0.0909,0.027972028,0.7693515,0.135,0.25,0.25,0.0,0.0,0.0,1.0,0.0,0.0,1.0,29.78,0
A008927,0.2727,0.034965035,0.69246864,0.165,0.25,0.0,0.8,0.0,0.5,1.0,0.0,0.0,0.0,35.45,0
A008928,0.0,0.20979021,0.61558574,0.69,0.5,0.0,0.6,0.0,0.0,1.0,1.0,0.0,0.0,32.4,0
A008929,0.0909,0.027972028,0.23064853,0.325,0.5,0.5,0.4,0.3333,0.0,1.0,1.0,0.0,0.0,36.93,0
A008930,0.0909,0.11888112,0.38493723,0.85,0.5,0.25,0.0,0.0,0.0,1.0,0.0,0.0,1.0,30.18,0
A008931,0.0909,0.23076923,0.69246864,0.515,0.125,1.0,0.2,0.0,0.25,1.0,0.0,1.0,0.0,42.46,0
A008932,0.1818,0.5244755,0.69246864,0.81,0.25,0.5,1.0,0.3333,0.25,0.0,1.0,1.0,1.0,56.21,1
A008933,0.0909,0.0,0.4618201,0.88,0.25,0.25,0.0,0.0,0.0,1.0,1.0,0.0,1.0,40.23,0
A008934,0.5455,0.02097902,0.92311716,0.31,0.125,0.5,0.0,0.3333,0.25,1.0,1.0,0.0,1.0,50.82,0
A008935,0.1818,0.12587413,0.38493723,0.725,0.5,0.0,0.2,0.0,0.0,1.0,1.0,0.0,0.0,34.11,0
A008936,0.2727,0.42657343,0.4618201,0.595,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45.5,0
A008937,0.0909,0.09090909,0.5387029,0.69,0.75,0.0,0.6,0.3333,0.75,1.0,0.0,0.0,1.0,36.83,0
A008938,0.0,0.2937063,0.23064853,0.435,0.5,0.5,0.6,0.3333,0.5,1.0,0.0,1.0,1.0,43.85,0
A008939,0.2727,0.0979021,0.61558574,0.105,0.5,0.25,0.6,0.0,0.0,1.0,0.0,0.0,0.0,29.1,0
A008940,0.0909,0.27272728,0.5387029,0.825,0.25,0.5,0.2,0.3333,0.0,1.0,0.0,1.0,1.0,39.18,0
A008941,0.0,0.23776224,0.1537657,0.905,0.375,0.25,0.2,0.0,0.0,1.0,0.0,1.0,0.0,41.93,0
A008942,0.0909,0.12587413,0.38493723,0.88,0.5,0.25,0.2,0.0,0.0,1.0,0.0,0.0,1.0,38.48,0
A008943,0.0909,0.2027972,0.3080544,0.92,0.25,1.0,0.2,0.3333,0.25,1.0,0.0,0.0,1.0,45.13,0
A008944,0.1818,0.0,0.61558574,0.66,0.375,0.5,0.4,0.3333,0.0,1.0,0.0,0.0,0.0,31.84,0
A008945,0.2727,0.034965035,0.8462343,0.75,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.55,1
A008946,0.0,0.4125874,0.4618201,0.48,1.0,0.25,0.4,0.0,0.25,1.0,0.0,1.0,0.0,53.8,1
A008947,0.1818,0.0,0.69246864,0.57,0.375,0.25,0.2,0.3333,0.75,1.0,0.0,0.0,0.0,37.94,0
A008948,0.1818,0.1958042,0.69246864,0.84,0.25,0.25,0.2,0.0,0.0,1.0,1.0,0.0,0.0,47.01,0
A008949,0.1818,0.1958042,0.5387029,0.65,0.5,0.25,0.2,0.0,0.75,1.0,0.0,0.0,0.0,43.36,0
A008950,0.2727,0.0,0.1537657,0.76,0.375,0.5,0.2,0.0,0.25,1.0,0.0,0.0,1.0,44.02,0
A008951,0.2727,0.16083916,0.7693515,0.225,0.5,0.75,0.6,0.0,0.0,1.0,0.0,0.0,0.0,33.8,0
A008952,0.0,0.3216783,0.0,0.17,0.125,0.75,0.0,0.0,0.75,1.0,0.0,1.0,0.0,44.32,0
A008953,0.2727,0.006993007,1.0,0.725,0.0,0.75,0.0,0.0,0.25,1.0,0.0,0.0,0.0,42.8,0
A008954,0.2727,0.25174826,0.5387029,0.755,0.75,0.5,0.4,0.0,0.0,1.0,0.0,1.0,0.0,53.85,1
A008955,0.0,0.02097902,0.07688285,0.485,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,24.35,0
A008956,0.2727,0.0,0.61558574,0.755,0.25,0.5,0.4,0.0,0.25,1.0,0.0,0.0,0.0,43.35,0
A008957,0.0909,0.0,0.61558574,0.04,0.375,0.5,0.2,0.0,0.0,1.0,0.0,0.0,0.0,30.46,0
A008958,0.1818,0.062937066,0.1537657,0.58,0.5,0.5,0.6,0.0,0.25,1.0,0.0,0.0,0.0,39.66,0
A008959,0.1818,0.18881118,1.0,0.855,0.25,0.75,0.2,1.0,0.25,1.0,1.0,0.0,0.0,48.66,0
A008960,0.0909,0.25874126,0.8462343,0.14,0.5,0.25,0.2,0.3333,0.75,1.0,0.0,1.0,1.0,39.58,0
A008961,0.3636,0.0,1.0,0.105,0.25,0.75,0.2,0.0,0.0,1.0,0.0,0.0,1.0,33.03,0
A008962,0.0909,0.14685315,0.07688285,0.46,0.75,0.25,0.8,0.6667,0.0,1.0,0.0,0.0,0.0,36.03,0
A008963,0.1818,0.15384616,0.92311716,0.14,0.375,0.5,0.0,0.3333,0.5,1.0,0.0,0.0,1.0,35.64,0
A008964,0.0909,0.3216783,0.61558574,0.315,0.625,0.25,0.2,0.3333,0.5,1.0,0.0,1.0,0.0,49.46,0
A008965,0.1818,0.0,0.1537657,0.295,0.125,0.75,1.0,0.3333,0.0,1.0,0.0,0.0,1.0,27.94,0
A008966,0.1818,0.0,0.61558574,0.12,0.625,0.25,1.0,0.0,0.25,1.0,0.0,0.0,1.0,34.69,1
A008967,0.0909,0.3006993,0.0,0.735,0.5,0.25,1.0,0.0,0.0,1.0,0.0,1.0,0.0,42.03,0
A008968,0.2727,0.013986014,0.8462343,0.9,0.25,0.0,0.2,0.3333,0.75,0.0,0.0,0.0,0.0,35.3,0
A008969,0.0909,0.11188811,0.3080544,0.025,0.5,0.25,0.4,0.3333,0.0,1.0,0.0,0.0,0.0,29.93,0
A008970,0.0909,0.0,0.38493723,0.315,0.25,0.25,0.0,0.3333,0.0,1.0,0.0,0.0,0.0,31.58,0
A008971,0.0,0.0979021,0.23064853,0.11,0.5,0.25,0.0,0.0,0.0,1.0,0.0,0.0,1.0,27.6,0
A008972,0.0909,0.27272728,0.07688285,0.215,0.5,0.25,0.2,0.0,0.0,1.0,0.0,1.0,1.0,33.33,0
A008973,0.0,0.034965035,0.69246864,0.715,0.75,0.25,0.6,0.0,0.0,1.0,1.0,0.0,0.0,37.9,0
A008974,0.0,0.21678321,0.4618201,0.37,0.25,0.25,0.8,0.6667,0.0,1.0,0.0,1.0,1.0,26.45,0
A008975,0.1818,0.04895105,0.7693515,0.14,1.0,0.75,0.2,0.6667,0.5,1.0,0.0,0.0,0.0,38.76,0
A008976,0.4545,0.18181819,0.8462343,0.29,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.31,0
A008977,0.0,0.0,0.0,0.43,0.0,0.5,0.2,0.0,0.0,1.0,0.0,0.0,0.0,29.3,0
A008978,0.1818,0.11188811,0.07688285,0.86,0.5,0.75,0.0,0.3333,0.25,1.0,0.0,0.0,0.0,43.46,0
A008979,0.1818,0.055944055,0.61558574,0.885,0.5,0.25,0.0,0.0,0.75,1.0,0.0,0.0,1.0,41.71,0
A008980,0.0909,0.0,0.4618201,0.84,0.625,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,37.71,0
A008981,0.0909,0.0,0.92311716,0.185,0.375,0.0,0.4,0.6667,0.25,0.0,1.0,0.0,0.0,25.41,0
A008982,0.4545,0.18881118,0.92311716,0.945,0.625,0.5,0.4,0.0,0.75,1.0,0.0,0.0,0.0,56.98,1
A008983,0.1818,0.06993007,0.1537657,0.89,0.375,1.0,0.4,0.3333,0.0,1.0,0.0,0.0,1.0,36.14,0
A008984,0.1818,0.0,0.38493723,0.065,0.0,0.75,0.4,0.0,0.25,1.0,1.0,0.0,1.0,36.01,0
A008985,0.2727,0.2027972,1.0,0.105,0.25,1.0,0.0,0.3333,0.75,1.0,1.0,0.0,0.0,46.35,0
A008986,0.2727,0.0,0.5387029,0.105,0.5,1.0,0.4,0.3333,0.25,1.0,0.0,0.0,1.0,40.1,0
A008987,0.1818,0.11188811,0.3080544,0.15,0.75,0.25,0.4,0.0,0.0,1.0,0.0,0.0,1.0,27.61,0
A008988,0.0909,0.37062937,0.1537657,0.66,0.5,0.25,0.6,0.3333,0.0,0.0,0.0,1.0,0.0,48.78,0
A008989,0.1818,0.0,0.38493723,0.08,0.5,0.25,0.4,0.6667,0.5,1.0,0.0,0.0,0.0,33.66,0
A008990,0.0,0.07692308,0.4618201,0.805,0.375,0.5,0.2,0.0,0.0,1.0,0.0,0.0,1.0,34.92,0
A008991,0.0,0.16083916,0.69246864,0.71,0.625,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,34.73,0
A008992,0.0,0.17482518,0.7693515,0.25,0.375,0.25,0.0,0.3333,0.0,1.0,1.0,0.0,1.0,25.88,0
A008993,0.2727,0.0,0.4618201,0.61,0.625,0.5,0.6,0.0,0.0,1.0,0.0,0.0,1.0,43.77,0
A008994,0.1818,0.0,0.38493723,0.29,0.25,0.0,0.0,0.0,0.25,1.0,0.0,0.0,1.0,33.51,0
A008995,0.0909,0.04895105,0.4618201,0.585,0.5,0.0,0.8,0.0,0.0,1.0,0.0,0.0,1.0,26.53,0
A008996,0.0909,0.034965035,0.4618201,0.895,0.25,1.0,0.0,0.3333,0.25,1.0,0.0,0.0,1.0,40.38,0
A008997,0.2727,0.0,0.61558574,0.345,0.25,1.0,0.4,0.0,0.25,1.0,0.0,0.0,0.0,41.25,0
A008998,0.3636,0.0,0.92311716,0.375,0.25,0.25,0.8,0.0,0.0,1.0,0.0,0.0,0.0,33.73,0
A008999,0.1818,0.34965035,0.3080544,0.615,1.0,0.0,0.4,0.6667,0.0,1.0,0.0,1.0,0.0,60.51,1
A009000,0.0,0.32867134,0.3080544,0.595,0.25,0.0,0.6,0.3333,0.25,1.0,0.0,1.0,0.0,47.2,0
A009001,0.1111,0.6573427,0.8462343,0.68,0.25,0.25,0.4,0.3333,0.5,0.0,0.0,0.0,1.0,40.94,0
A009002,0.3333,0.61538464,0.61558574,0.415,0.125,0.25,0.4,0.6667,0.5,1.0,0.0,0.0,0.0,60.44,0
A009003,0.3333,0.5244755,0.7693515,0.555,0.625,0.25,0.4,0.0,0.5,0.0,0.0,0.0,1.0,49.34,0
A009004,0.0,0.48251748,0.3080544,0.24,0.375,0.25,0.4,0.3333,0.25,1.0,0.0,0.0,0.0,44.27,0
A009005,0.1111,0.84615386,0.3080544,0.295,0.25,1.0,0.8,0.0,0.0,1.0,0.0,0.0,1.0,47.09,0
A009006,0.1111,0.34265736,0.69246864,0.205,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,39.94,0
A009007,0.0,0.4755245,0.38493723,0.8,0.125,0.0,0.2,0.6667,0.25,1.0,1.0,0.0,0.0,50.62,1
A009008,0.5556,0.36363637,0.8462343,0.67,0.5,0.5,0.2,0.0,0.25,1.0,1.0,1.0,0.0,72.64,1
A009009,0.2222,0.3146853,0.7693515,0.23,0.125,0.75,0.0,0.0,0.5,1.0,0.0,1.0,0.0,51.7,1
A009010,0.3333,0.5174825,0.5387029,0.69,0.75,0.0,0.6,0.3333,1.0,1.0,0.0,0.0,1.0,65.32,1
A009011,0.2222,0.48251748,0.92311716,0.31,0.875,0.75,0.6,0.0,0.0,0.0,0.0,0.0,0.0,45.75,0
A009012,0.1111,0.6853147,0.61558574,0.125,0.125,0.75,0.4,0.0,0.25,0.0,1.0,0.0,0.0,43.26,0
A009013,0.1111,0.6363636,0.1537657,0.195,0.375,0.5,0.2,0.3333,0.25,1.0,0.0,0.0,0.0,48.71,0
A009014,0.1111,0.5104895,0.0,0.57,0.75,0.25,0.2,1.0,0.5,1.0,0.0,0.0,0.0,57.34,1
A009015,0.3333,0.7062937,0.4618201,0.31,0.25,0.75,0.4,0.0,0.0,1.0,1.0,0.0,0.0,57.02,1
A009016,0.0,0.48951048,0.69246864,0.395,0.75,0.75,1.0,0.0,0.5,1.0,0.0,0.0,1.0,53.7,1
A009017,0.1111,0.7762238,0.3080544,0.87,0.5,0.25,0.2,0.6667,0.25,1.0,0.0,0.0,1.0,55.09,1
A009018,0.0,0.46153846,0.69246864,0.695,0.375,0.25,0.2,0.0,0.0,1.0,0.0,0.0,1.0,44.82,0
A009019,0.0,0.5314685,0.92311716,0.375,0.875,0.5,0.4,0.0,0.0,1.0,0.0,0.0,0.0,45.12,0
A009020,0.1111,0.56643355,0.0,0.615,0.375,0.25,0.4,0.0,0.5,1.0,0.0,0.0,0.0,55.91,1
A009021,0.0,0.37062937,0.8462343,0.505,1.0,0.25,0.6,0.6667,0.75,1.0,0.0,1.0,0.0,54.05,1
A009022,0.1111,0.34265736,0.0,0.22,0.25,0.0,0.0,0.3333,0.0,1.0,0.0,1.0,1.0,41.34,0
A009023,0.1111,0.67132866,0.0,0.29,0.25,0.25,0.2,0.0,0.25,1.0,0.0,0.0,0.0,48.04,0
A009024,0.0,0.5034965,0.23064853,0.665,0.125,0.75,0.2,0.0,0.25,1.0,0.0,0.0,0.0,49.27,0
A009025,0.2222,0.48951048,0.23064853,0.095,0.375,0.25,0.2,1.0,0.75,0.0,0.0,0.0,1.0,47.1,0
A009026,0.2222,0.45454547,0.5387029,0.805,0.625,0.5,0.4,0.0,0.75,0.0,0.0,0.0,1.0,48.95,0
A009027,0.3333,0.7062937,0.69246864,0.88,0.375,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,65.34,1
A009028,0.1111,0.34265736,0.4618201,0.615,0.375,0.5,0.0,0.0,0.5,1.0,1.0,1.0,1.0,58.91,1
A009029,0.3333,0.53846157,0.5387029,0.715,0.75,1.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,64.57,1
A009030,0.0,0.37762237,0.23064853,0.95,0.75,0.25,0.4,0.3333,1.0,1.0,0.0,1.0,0.0,57.25,1
A009031,0.5556,0.4055944,0.61558574,0.955,0.625,1.0,0.2,0.0,0.25,0.0,0.0,1.0,0.0,60.12,0
A009032,0.1111,0.46853146,0.23064853,0.56,0.5,0.5,0.0,0.0,0.25,1.0,0.0,0.0,1.0,52.99,1
A009033,0.1111,0.46853146,0.07688285,0.62,0.75,0.25,0.2,0.0,0.0,1.0,0.0,0.0,1.0,49.84,0
A009034,0.1111,0.55944055,0.3080544,0.27,0.375,1.0,0.0,0.3333,0.25,1.0,0.0,0.0,1.0,51.46,1
A009035,0.1111,0.46153846,0.5387029,0.65,0.75,0.25,0.2,0.0,0.75,1.0,0.0,0.0,1.0,58.14,1
A009036,0.0,0.75524473,0.3080544,0.235,0.25,0.0,0.4,0.0,0.25,1.0,0.0,0.0,0.0,42.6,0
A009037,0.1111,0.4755245,0.61558574,0.82,0.125,0.5,0.8,0.6667,0.0,1.0,0.0,0.0,0.0,49.71,0
A009038,0.0,0.66433567,0.0,0.53,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,42.3,0
A009039,0.2222,0.86013985,0.23064853,0.065,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.93,1
A009040,0.1111,0.57342654,0.1537657,0.945,0.875,0.5,0.2,0.0,0.5,1.0,0.0,0.0,0.0,62.71,0
A009041,0.2222,0.8041958,0.0,0.695,0.125,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,47.85,0
A009042,0.2222,0.66433567,0.38493723,0.205,0.125,0.5,0.2,0.0,0.5,1.0,0.0,0.0,0.0,55.45,1
A009043,0.3333,0.84615386,0.7693515,0.005,0.625,0.25,0.0,0.3333,0.75,1.0,0.0,0.0,0.0,58.84,1
A009044,0.1111,0.55944055,0.38493723,0.875,0.375,0.25,0.4,0.0,0.25,1.0,0.0,0.0,1.0,54.51,1
A009045,0.3333,0.2937063,0.61558574,0.435,0.625,0.0,0.4,0.0,0.0,1.0,0.0,1.0,1.0,46.14,0
A009046,0.1111,0.33566433,0.8462343,0.005,0.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,38.19,0
A009047,0.0,0.37062937,0.23064853,0.925,0.75,0.0,0.0,0.0,0.75,1.0,0.0,1.0,1.0,56.0,1
A009048,0.2222,0.5174825,0.7693515,0.135,0.75,0.5,0.2,1.0,0.25,1.0,1.0,0.0,0.0,56.88,1
A009049,0.0,0.74825174,0.0,0.17,0.125,0.75,0.0,0.0,1.0,1.0,0.0,0.0,0.0,48.32,0
A009050,0.1111,0.6013986,0.61558574,0.08,1.0,0.75,0.4,0.0,0.25,0.0,0.0,0.0,0.0,44.19,1
A009051,0.2222,0.5174825,0.38493723,0.19,0.375,0.25,1.0,0.3333,0.5,0.0,0.0,0.0,1.0,48.05,0
A009052,0.1111,0.45454547,0.1537657,0.12,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,44.59,0
A009053,0.1111,0.6853147,0.61558574,0.73,0.5,0.25,0.6,0.0,0.25,0.0,0.0,0.0,0.0,46.19,0
A009054,0.0,0.4055944,0.38493723,0.555,0.625,0.25,0.0,0.0,0.75,1.0,0.0,1.0,1.0,52.68,1
A009055,0.2222,0.32867134,0.7693515,0.505,0.375,0.0,0.2,0.0,0.0,1.0,0.0,1.0,0.0,46.7,1
A009056,0.1111,0.6363636,0.4618201,0.98,0.625,0.25,0.2,0.0,0.5,1.0,0.0,0.0,1.0,60.81,1
A009057,0.3333,0.30769232,0.38493723,0.055,0.25,0.25,0.4,0.0,0.0,1.0,0.0,1.0,1.0,43.47,0
